"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Kenya","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","80","1"
"Kiribati","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","93","1"
"Kiribati","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","95","1"
"Kiribati","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","94","1"
"Kiribati","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"Kiribati","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","93","1"
"Kiribati","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"Kiribati","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","94","1"
"Kyrgyzstan","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","93","1"
"Kyrgyzstan","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","96","1"
"Kyrgyzstan","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","94","1"
"Kyrgyzstan","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"Kyrgyzstan","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","94","1"
"Kyrgyzstan","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"Kyrgyzstan","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","95","1"
"Lao People's Democratic Republic","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","68","1"
"Lao People's Democratic Republic","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","84","1"
"Lao People's Democratic Republic","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","72","1"
"Lao People's Democratic Republic","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.2","1"
"Lao People's Democratic Republic","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","62","1"
"Lao People's Democratic Republic","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.4","1"
"Lao People's Democratic Republic","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","85","1"
"Latin America and Caribbean","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","93","12"
"Least Developed Countries/Territories","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","31","11"
"Least Developed Countries/Territories","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","50","11"
"Least Developed Countries/Territories","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","35","12"
"Least Developed Countries/Territories","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.6","11"
"Least Developed Countries/Territories","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","25","15"
"Least Developed Countries/Territories","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","2.1","11"
"Least Developed Countries/Territories","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","52","11"
"Lebanon","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","100","1"
"Lesotho","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","46","1"
"Lesotho","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","43","1"
"Lesotho","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","45","1"
"Lesotho","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"Lesotho","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","42","1"
"Lesotho","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.2","1"
"Lesotho","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","49","1"
"Liberia","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","3","8"
"Liberia","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","5","8"
"Liberia","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","4","8"
"Liberia","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.9","8"
"Liberia","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","1","9"
"Liberia","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","6.1","10"
"Liberia","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","7","9"
"Madagascar","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","78","1"
"Madagascar","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","92","1"
"Madagascar","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","80","1"
"Madagascar","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.2","1"
"Madagascar","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","61","1"
"Madagascar","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.5","1"
"Madagascar","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","93","1"
"Maldives","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","92","1"
"Maldives","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","93","1"
"Maldives","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","93","1"
"Maldives","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"Maldives","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","92","1"
"Maldives","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"Maldives","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","94","1"
"Mali","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","77","1"
"Mali","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","92","1"
"Mali","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","81","1"
"Mali","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.2","1"
"Mali","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","65","1"
"Mali","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.5","1"
"Mali","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","96","1"
"Marshall Islands","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","96","1"
"Marshall Islands","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","96","1"
"Marshall Islands","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","96","1"
"Marshall Islands","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"Marshall Islands","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","92","1"
"Marshall Islands","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.1","1"
"Marshall Islands","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","98","1"
"Mauritania","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","42","1"
"Mauritania","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","75","1"
"Mauritania","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","56","1"
"Mauritania","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.8","1"
"Mauritania","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","28","1"
"Mauritania","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","2.9","1"
"Mauritania","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","83","1"
"Middle East and North Africa","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","72","11"
"Middle East and North Africa","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","91","11"
"Middle East and North Africa","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","81","12"
"Middle East and North Africa","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.3","11"
"Mongolia","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","99","1"
"Mongolia","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","99","1"
"Mongolia","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","99","1"
"Mongolia","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"Mongolia","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","99","1"
"Mongolia","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"Mongolia","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","99","1"
"Montenegro","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","99","1"
"Montenegro","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","98","1"
"Montenegro","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","98","1"
"Montenegro","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"Montenegro","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","94","1"
"Montenegro","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"Montenegro","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","99","1"
"Morocco","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","80","17"
"Morocco","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","92","17"
"Morocco","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","85","7"
"Morocco","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.1","17"
"Mozambique","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","28","1"
"Mozambique","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","39","1"
"Mozambique","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","31","1"
"Mozambique","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.4","1"
"Mozambique","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","20","1"
"Mozambique","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","2.4","1"
"Mozambique","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","48","1"
"Myanmar","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","64","1"
"Myanmar","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","94","1"
"Myanmar","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","72","1"
"Myanmar","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.5","1"
"Myanmar","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","50","1"
"Myanmar","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.9","1"
"Myanmar","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","96","1"
"Namibia","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","59","1"
"Namibia","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","83","1"
"Namibia","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","67","1"
"Namibia","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.4","1"
"Namibia","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","46","1"
"Namibia","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","2.0","1"
"Namibia","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","92","1"
"Nauru","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","83","1"
"Nauru","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","71","1"
"Nauru","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.2","1"
"Nauru","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","88","1"
"Nepal","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","42","1"
"Nepal","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","44","1"
"Nepal","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","42","1"
"Nepal","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"Nepal","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","36","1"
"Nepal","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.5","1"
"Nepal","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","52","1"
"Nicaragua","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","77","8"
"Nicaragua","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","87","8"
"Nicaragua","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","81","8"
"Nicaragua","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.1","8"
"Nicaragua","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","72","9"
"Nicaragua","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.3","10"
"Nicaragua","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","93","9"
"Niger","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","25","8"
"Niger","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","71","8"
"Niger","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","32","8"
"Niger","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","2.9","8"
"Niger","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","20","9"
"Niger","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","3.3","10"
"Niger","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","67","9"
"Nigeria","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","22","1"
"Nigeria","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","49","1"
"Nigeria","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","30","1"
"Nigeria","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","2.2","1"
"Nigeria","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","9","1"
"Nigeria","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","7.0","1"
"Nigeria","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","62","1"
"Pakistan","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","24","1"
"Pakistan","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","32","1"
"Pakistan","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","27","1"
"Pakistan","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.3","1"
"Pakistan","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","18","1"
"Pakistan","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","2.1","1"
"Pakistan","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","38","1"
"Peru","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","93","1"
"Philippines","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","78","2"
"Philippines","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","87","2"
"Philippines","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","83","3"
"Philippines","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.1","2"
